7.071067811865475727e-01,7.071067811865475727e-01,0.000000000000000000e+00
7.053278933842965781e-01,7.088812050083358463e-01,5.025125628140703592e-03
7.035445077405261260e-01,7.106511982879791800e-01,1.005025125628140718e-02
7.017565899639197635e-01,7.124167940484075201e-01,1.507537688442210991e-02
6.999641053252078082e-01,7.141780249043521156e-01,2.010050251256281437e-02
6.981670186492973107e-01,7.159349230693748956e-01,2.512562814070351883e-02
6.963652943072177193e-01,7.176875203627426369e-01,3.015075376884421982e-02
6.945588962078792505e-01,7.194358482161509194e-01,3.517587939698492427e-02
6.927477877896379699e-01,7.211799376803009753e-01,4.020100502512562873e-02
6.909319320116612539e-01,7.229198194313344317e-01,4.522613065326633319e-02
6.891112913450893052e-01,7.246555237771278302e-01,5.025125628140703765e-02
6.872858277639850577e-01,7.263870806634530330e-01,5.527638190954774211e-02
6.854555027360680342e-01,7.281145196800048458e-01,6.030150753768843963e-02
6.836202772132241590e-01,7.298378700663007423e-01,6.532663316582915103e-02
6.817801116217860891e-01,7.315571607174554680e-01,7.035175879396984855e-02
6.799349658525767337e-01,7.332724201898331851e-01,7.537688442211055995e-02
6.780847992507090805e-01,7.349836767065820453e-01,8.040201005025125747e-02
6.762295706051341115e-01,7.366909581630523007e-01,8.542713567839195499e-02
6.743692381379311485e-01,7.383942921321008379e-01,9.045226130653266639e-02
6.725037594933305218e-01,7.400937058692883541e-01,9.547738693467336391e-02
6.706330917264617941e-01,7.417892263179662882e-01,1.005025125628140753e-01
6.687571912918189865e-01,7.434808801142618329e-01,1.055276381909547728e-01
6.668760140314331508e-01,7.451686935919595856e-01,1.105527638190954842e-01
6.649895151627444045e-01,7.468526927872846111e-01,1.155778894472361817e-01
6.630976492661632138e-01,7.485329034435884710e-01,1.206030150753768793e-01
6.612003702723110443e-01,7.502093510159406620e-01,1.256281407035175768e-01
6.592976314489312761e-01,7.518820606756282388e-01,1.306532663316583021e-01
6.573893853874585025e-01,7.535510573145655089e-01,1.356783919597989996e-01
6.554755839892361102e-01,7.552163655496150207e-01,1.407035175879396971e-01
6.535561784513705952e-01,7.568780097268252849e-01,1.457286432160803946e-01
6.516311192522111773e-01,7.585360139255818979e-01,1.507537688442211199e-01
